(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
(((6*9)+(7+0))-((0+7)+(6+9)))	(-(+(*69)(+70))(+(+07)(+69)))	(((69*)(70+)+)((07+)(69+)+)-)
(((5+5)/(8*3))+((3+2)*7))	(+(/(+55)(*83))(*(+32)7))	(((55+)(83*)/)((32+)7*)+)
((4+(5-4))*((1+3)+(6/6)))	(*(+4(-54))(+(+13)(/66)))	((4(54-)+)((13+)(66/)+)*)
((1-(3+5))/(8-(8+4)))	(/(-1(+35))(-8(+84)))	((1(35+)-)(8(84+)-)/)
(((1*0)*(0-2))/(7*(0*7)))	(/(*(*10)(-02))(*7(*07)))	(((10*)(02-)*)(7(07*)*)/)
((9*(7*6))-((2/7)*(2+5)))	(-(*9(*76))(*(/27)(+25)))	((9(76*)*)((27/)(25+)*)-)
(((7+7)*(4-0))/((2*3)+0))	(/(*(+77)(-40))(+(*23)0))	(((77+)(40-)*)((23*)0+)/)
(((2+9)+(2-2))+((6+8)/(4+2)))	(+(+(+29)(-22))(/(+68)(+42)))	(((29+)(22-)+)((68+)(42+)/)+)
(((9-5)+1)/((3/1)*(9/5)))	(/(+(-95)1)(*(/31)(/95)))	(((95-)1+)((31/)(95/)*)/)
(((3-6)+(1-5))*((1*5)-(3-0)))	(*(+(-36)(-15))(-(*15)(-30)))	(((36-)(15-)+)((15*)(30-)-)*)
(((5-1)-7)-((9+6)/(6/4)))	(-(-(-51)7)(/(+96)(/64)))	(((51-)7-)((96+)(64/)/)-)
(((2-0)-(6+6))-(3-(7-1)))	(-(-(-20)(+66))(-3(-71)))	(((20-)(66+)-)(3(71-)-)-)
(((9*2)/(4/7))-((0+7)-(0-2)))	(-(/(*92)(/47))(-(+07)(-02)))	(((92*)(47/)/)((07+)(02-)-)-)
(((4+2)-(2/6))*((2/8)/(5/5)))	(*(-(+42)(/26))(/(/28)(/55)))	(((42+)(26/)-)((28/)(55/)/)*)
((1*(1-5))-((8/7)/1))	(-(*1(-15))(/(/87)1))	((1(15-)*)((87/)1/)-)
(((2+8)-(0-8))/((8+8)-(4/0)))	(/(-(+28)(-08))(-(+88)(/40)))	(((28+)(08-)-)((88+)(40/)-)/)
(((2-3)*(3+6))-((7/3)*(3+3)))	(-(*(-23)(+36))(*(/73)(+33)))	(((23-)(36+)*)((73/)(33+)*)-)
(((1*2)*(2-2))*((3+9)*(3-7)))	(*(*(*12)(-22))(*(+39)(-37)))	(((12*)(22-)*)((39+)(37-)*)*)
(((1*6)/(8-0))+(6-(2+1)))	(+(/(*16)(-80))(-6(+21)))	(((16*)(80-)/)(6(21+)-)+)
(((5+1)/(5*8))-((8*1)*9))	(-(/(+51)(*58))(*(*81)9))	(((51+)(58*)/)((81*)9*)-)
(((4+2)*(0-1))-((4*9)-(5/5)))	(-(*(+42)(-01))(-(*49)(/55)))	(((42+)(01-)*)((49*)(55/)-)-)
(((2*9)+(3*8))*((0/7)-(9*6)))	(*(+(*29)(*38))(-(/07)(*96)))	(((29*)(38*)+)((07/)(96*)-)*)
((2/(0+5))/((1+2)-9))	(/(/2(+05))(-(+12)9))	((2(05+)/)((12+)9-)/)
(((9+1)*(4+7))-((5/7)+(7+2)))	(-(*(+91)(+47))(+(/57)(+72)))	(((91+)(47+)*)((57/)(72+)+)-)
(((4*7)/(0*1))-((6+3)+(4-4)))	(-(/(*47)(*01))(+(+63)(-44)))	(((47*)(01*)/)((63+)(44-)+)-)
(((1+3)*(7+9))*((3-7)-(5*4)))	(*(*(+13)(+79))(-(-37)(*54)))	(((13+)(79+)*)((37-)(54*)-)*)
(((5*4)/(8+2))-((3-9)/(8*4)))	(-(/(*54)(+82))(/(-39)(*84)))	(((54*)(82+)/)((39-)(84*)/)-)
(((9*4)*9)-((0+7)/(4*0)))	(-(*(*94)9)(/(+07)(*40)))	(((94*)9*)((07+)(40*)/)-)
((7*(5-7))+((5-8)-(0/1)))	(+(*7(-57))(-(-58)(/01)))	((7(57-)*)((58-)(01/)-)+)
(((2-1)+(7-8))+((4+4)+(3*9)))	(+(+(-21)(-78))(+(+44)(*39)))	(((21-)(78-)+)((44+)(39*)+)+)
(((3*1)*(1-6))/(0/9))	(/(*(*31)(-16))(/09))	(((31*)(16-)*)(09/)/)
(((5/6)*9)/(4+(1-2)))	(/(*(/56)9)(+4(-12)))	(((56/)9*)(4(12-)+)/)
((0/(5/2))*((7*4)*(5*3)))	(*(/0(/52))(*(*74)(*53)))	((0(52/)/)((74*)(53*)*)*)
(((5-1)+(2-6))/(2+(7+3)))	(/(+(-51)(-26))(+2(+73)))	(((51-)(26-)+)(2(73+)+)/)
((0/(5/7))/((8*4)-(2*4)))	(/(/0(/57))(-(*84)(*24)))	((0(57/)/)((84*)(24*)-)/)
(((9+8)-1)/((9/6)*(0+1)))	(/(-(+98)1)(*(/96)(+01)))	(((98+)1-)((96/)(01+)*)/)
((1+(8-8))+(1+(2-8)))	(+(+1(-88))(+1(-28)))	((1(88-)+)(1(28-)+)+)
(((2+6)*(2/5))-((4-6)+(7-6)))	(-(*(+26)(/25))(+(-46)(-76)))	(((26+)(25/)*)((46-)(76-)+)-)
(((1*1)+(0/9))/((0*2)-(8+3)))	(/(+(*11)(/09))(-(*02)(+83)))	(((11*)(09/)+)((02*)(83+)-)/)
(((9+6)+(3/5))-(2-(1-2)))	(-(+(+96)(/35))(-2(-12)))	(((96+)(35/)+)(2(12-)-)-)
((6/5)+((8/0)+(8-3)))	(+(/65)(+(/80)(-83)))	((65/)((80/)(83-)+)+)
(((6*4)-9)/((3/9)*1))	(/(-(*64)9)(*(/39)1))	(((64*)9-)((39/)1*)/)
(((7-3)-(4-9))-(2/(8/0)))	(-(-(-73)(-49))(/2(/80)))	(((73-)(49-)-)(2(80/)/)-)
(((9/3)*(3-8))*((0/7)/(2+8)))	(*(*(/93)(-38))(/(/07)(+28)))	(((93/)(38-)*)((07/)(28+)/)*)
(((1/6)+7)-((8*6)+(5*0)))	(-(+(/16)7)(+(*86)(*50)))	(((16/)7+)((86*)(50*)+)-)
(((8-7)-(3-2))*((5*2)/8))	(*(-(-87)(-32))(/(*52)8))	(((87-)(32-)-)((52*)8/)*)
(((6/7)/(1-9))/((7+6)/9))	(/(/(/67)(-19))(/(+76)9))	(((67/)(19-)/)((76+)9/)/)
(((0+6)/(6-6))-((0+4)-(6-2)))	(-(/(+06)(-66))(-(+04)(-62)))	(((06+)(66-)/)((04+)(62-)-)-)
(((5+5)*(6*1))-((9+0)-(5/1)))	(-(*(+55)(*61))(-(+90)(/51)))	(((55+)(61*)*)((90+)(51/)-)-)
((8/9)-((7*8)-(1/8)))	(-(/89)(-(*78)(/18)))	((89/)((78*)(18/)-)-)
(((3*2)+(5-4))*((2/3)*(2+6)))	(*(+(*32)(-54))(*(/23)(+26)))	(((32*)(54-)+)((23/)(26+)*)*)
(((1*0)-9)/(6-(1-9)))	(/(-(*10)9)(-6(-19)))	(((10*)9-)(6(19-)-)/)
((3+(4+8))-((5+2)-(1-3)))	(-(+3(+48))(-(+52)(-13)))	((3(48+)+)((52+)(13-)-)-)
(((1-3)*(3/2))*(7/(8*9)))	(*(*(-13)(/32))(/7(*89)))	(((13-)(32/)*)(7(89*)/)*)
(((4+8)/(6/7))+((2+5)-(0-3)))	(+(/(+48)(/67))(-(+25)(-03)))	(((48+)(67/)/)((25+)(03-)-)+)
(((0*4)/(7+4))*((7/0)+(7+4)))	(*(/(*04)(+74))(+(/70)(+74)))	(((04*)(74+)/)((70/)(74+)+)*)
((7-(6+5))+((9*9)*(8/5)))	(+(-7(+65))(*(*99)(/85)))	((7(65+)-)((99*)(85/)*)+)
(((4+7)+(7*6))/(6/(3-5)))	(/(+(+47)(*76))(/6(-35)))	(((47+)(76*)+)(6(35-)/)/)
(((8/8)*(5+2))+((7/0)-(4-7)))	(+(*(/88)(+52))(-(/70)(-47)))	(((88/)(52+)*)((70/)(47-)-)+)
(((3*9)/(5*1))-(9/(6*9)))	(-(/(*39)(*51))(/9(*69)))	(((39*)(51*)/)(9(69*)/)-)
(((3/4)*(2+9))/((5-0)+(7/0)))	(/(*(/34)(+29))(+(-50)(/70)))	(((34/)(29+)*)((50-)(70/)+)/)
(((2+7)*3)-((9*3)-(6*0)))	(-(*(+27)3)(-(*93)(*60)))	(((27+)3*)((93*)(60*)-)-)
(((0+2)/(9*0))+((8-6)*(1*6)))	(+(/(+02)(*90))(*(-86)(*16)))	(((02+)(90*)/)((86-)(16*)*)+)
(((6/9)+(3*6))-((5+5)+(1*5)))	(-(+(/69)(*36))(+(+55)(*15)))	(((69/)(36*)+)((55+)(15*)+)-)
((0-(4/6))/((1*8)-(4*7)))	(/(-0(/46))(-(*18)(*47)))	((0(46/)-)((18*)(47*)-)/)
((2-(2/9))-((0-8)-(7+6)))	(-(-2(/29))(-(-08)(+76)))	((2(29/)-)((08-)(76+)-)-)
(((8*4)-(7*3))-((7-4)*(9+2)))	(-(-(*84)(*73))(*(-74)(+92)))	(((84*)(73*)-)((74-)(92+)*)-)
((1-4)-((6/8)*(0-4)))	(-(-14)(*(/68)(-04)))	((14-)((68/)(04-)*)-)
(((9+7)*(0*0))+((4/4)-(1-5)))	(+(*(+97)(*00))(-(/44)(-15)))	(((97+)(00*)*)((44/)(15-)-)+)
(((0-1)-(9*7))*(2*5))	(*(-(-01)(*97))(*25))	(((01-)(97*)-)(25*)*)
(((0+0)/(3/2))-((6*7)+3))	(-(/(+00)(/32))(+(*67)3))	(((00+)(32/)/)((67*)3+)-)
((6/(2-7))-((7/0)/(8+0)))	(-(/6(-27))(/(/70)(+80)))	((6(27-)/)((70/)(80+)/)-)
(((9-2)/(3+2))-(4+7))	(-(/(-92)(+32))(+47))	(((92-)(32+)/)(47+)-)
(((5+1)*7)-((9*7)+(9*8)))	(-(*(+51)7)(+(*97)(*98)))	(((51+)7*)((97*)(98*)+)-)
((2-(1+9))/7)	(/(-2(+19))7)	((2(19+)-)7/)
(((9+7)/(1/4))-((1*6)+(0/3)))	(-(/(+97)(/14))(+(*16)(/03)))	(((97+)(14/)/)((16*)(03/)+)-)
(((3/6)/(8*9))/((6*8)+(0*7)))	(/(/(/36)(*89))(+(*68)(*07)))	(((36/)(89*)/)((68*)(07*)+)/)
((6-(5-4))*((0/5)+8))	(*(-6(-54))(+(/05)8))	((6(54-)-)((05/)8+)*)
(((8-8)+(5+3))/((0/0)+(8-1)))	(/(+(-88)(+53))(+(/00)(-81)))	(((88-)(53+)+)((00/)(81-)+)/)
(((4+9)-(4/9))+((7/6)*(4+0)))	(+(-(+49)(/49))(*(/76)(+40)))	(((49+)(49/)-)((76/)(40+)*)+)
((2*(2/6))/((6-8)/(0*1)))	(/(*2(/26))(/(-68)(*01)))	((2(26/)*)((68-)(01*)/)/)
(((4/4)+(4-5))/((7+7)*4))	(/(+(/44)(-45))(*(+77)4))	(((44/)(45-)+)((77+)4*)/)
(((6/9)-(1/4))/(6+9))	(/(-(/69)(/14))(+69))	(((69/)(14/)-)(69+)/)
((4-(4-1))-((2*7)*(8*4)))	(-(-4(-41))(*(*27)(*84)))	((4(41-)-)((27*)(84*)*)-)
(((1+0)-(5-3))*((5/9)*(2-5)))	(*(-(+10)(-53))(*(/59)(-25)))	(((10+)(53-)-)((59/)(25-)*)*)
(((1+5)+(7*2))-((9-4)/(5/9)))	(-(+(+15)(*72))(/(-94)(/59)))	(((15+)(72*)+)((94-)(59/)/)-)
(((9-2)/(9*1))-(1/(5+2)))	(-(/(-92)(*91))(/1(+52)))	(((92-)(91*)/)(1(52+)/)-)
((9*(7-2))*((9-0)+(1*2)))	(*(*9(-72))(+(-90)(*12)))	((9(72-)*)((90-)(12*)+)*)
(((9*2)-2)+(2-(3*2)))	(+(-(*92)2)(-2(*32)))	(((92*)2-)(2(32*)-)+)
(((0-6)-(7/6))-((4+3)/(9*2)))	(-(-(-06)(/76))(/(+43)(*92)))	(((06-)(76/)-)((43+)(92*)/)-)
(((1/7)+(7-9))-((8/1)*(8+7)))	(-(+(/17)(-79))(*(/81)(+87)))	(((17/)(79-)+)((81/)(87+)*)-)
(((8*7)-(6/2))/((1+0)/2))	(/(-(*87)(/62))(/(+10)2))	(((87*)(62/)-)((10+)2/)/)
(((6*6)+(7/8))+((4*5)*3))	(+(+(*66)(/78))(*(*45)3))	(((66*)(78/)+)((45*)3*)+)
(((4-7)/(7*7))*((5*0)+8))	(*(/(-47)(*77))(+(*50)8))	(((47-)(77*)/)((50*)8+)*)
(((1*9)/(1-8))-((2-7)*(6+5)))	(-(/(*19)(-18))(*(-27)(+65)))	(((19*)(18-)/)((27-)(65+)*)-)
(((4+0)/(4+2))*((5/8)*(6/4)))	(*(/(+40)(+42))(*(/58)(/64)))	(((40+)(42+)/)((58/)(64/)*)*)
(((0/2)/(5+6))/(7*(3*3)))	(/(/(/02)(+56))(*7(*33)))	(((02/)(56+)/)(7(33*)*)/)
((4+9)/(3-3))	(/(+49)(-33))	((49+)(33-)/)
(((2-7)+(7+1))+((4-0)*(1/0)))	(+(+(-27)(+71))(*(-40)(/10)))	(((27-)(71+)+)((40-)(10/)*)+)
((1+(0+8))-((0/4)-3))	(-(+1(+08))(-(/04)3))	((1(08+)+)((04/)3-)-)
(((7*7)-3)/(1+(0+8)))	(/(-(*77)3)(+1(+08)))	(((77*)3-)(1(08+)+)/)
(((9*0)+(1+3))+((1*4)-(3/3)))	(+(+(*90)(+13))(-(*14)(/33)))	(((90*)(13+)+)((14*)(33/)-)+)
(((3/7)/(5-0))+((6-5)+(3/8)))	(+(/(/37)(-50))(+(-65)(/38)))	(((37/)(50-)/)((65-)(38/)+)+)
(((6/5)/(9/8))+(1*(8+8)))	(+(/(/65)(/98))(*1(+88)))	(((65/)(98/)/)(1(88+)*)+)
((1/(5-3))/((3*3)+(6/6)))	(/(/1(-53))(+(*33)(/66)))	((1(53-)/)((33*)(66/)+)/)
(((1/6)/0)*((7/1)/(8*8)))	(*(/(/16)0)(/(/71)(*88)))	(((16/)0/)((71/)(88*)/)*)
((6+(2+1))+(7*(3+7)))	(+(+6(+21))(*7(+37)))	((6(21+)+)(7(37+)*)+)
(((0/9)*(3-4))*(2+(2/7)))	(*(*(/09)(-34))(+2(/27)))	(((09/)(34-)*)(2(27/)+)*)
(((8/8)+(7+1))/((9-4)-(8/8)))	(/(+(/88)(+71))(-(-94)(/88)))	(((88/)(71+)+)((94-)(88/)-)/)
(((8-9)+(9/8))*(7*3))	(*(+(-89)(/98))(*73))	(((89-)(98/)+)(73*)*)
(((4*6)*(2*1))/(6/7))	(/(*(*46)(*21))(/67))	(((46*)(21*)*)(67/)/)
(((5/8)+(6+2))*(5/(8/5)))	(*(+(/58)(+62))(/5(/85)))	(((58/)(62+)+)(5(85/)/)*)
(((1/8)*(7/5))*(6+(1*5)))	(*(*(/18)(/75))(+6(*15)))	(((18/)(75/)*)(6(15*)+)*)
(((3-2)*8)+((8+1)+(1-2)))	(+(*(-32)8)(+(+81)(-12)))	(((32-)8*)((81+)(12-)+)+)
((4-(3*4))*((1*7)*(4*2)))	(*(-4(*34))(*(*17)(*42)))	((4(34*)-)((17*)(42*)*)*)
(((0-5)/(1+9))+((2+3)*(6-2)))	(+(/(-05)(+19))(*(+23)(-62)))	(((05-)(19+)/)((23+)(62-)*)+)
((1*(3*2))-((9+3)*6))	(-(*1(*32))(*(+93)6))	((1(32*)*)((93+)6*)-)
(((2-2)*(0*6))-((8-8)+(0/4)))	(-(*(-22)(*06))(+(-88)(/04)))	(((22-)(06*)*)((88-)(04/)+)-)
(((2+4)*(5-8))+(4/2))	(+(*(+24)(-58))(/42))	(((24+)(58-)*)(42/)+)
(((2+1)*(0/0))/((6+8)+(1-5)))	(/(*(+21)(/00))(+(+68)(-15)))	(((21+)(00/)*)((68+)(15-)+)/)
(((8/3)*(6-3))-(5/0))	(-(*(/83)(-63))(/50))	(((83/)(63-)*)(50/)-)
(((8*5)*(8-1))/((5*9)-(9-1)))	(/(*(*85)(-81))(-(*59)(-91)))	(((85*)(81-)*)((59*)(91-)-)/)
((3*2)/((0*8)*(9/1)))	(/(*32)(*(*08)(/91)))	((32*)((08*)(91/)*)/)
(((0-6)-(8-6))-(8/(8*1)))	(-(-(-06)(-86))(/8(*81)))	(((06-)(86-)-)(8(81*)/)-)
(((8*9)+(6+3))/(6/(1/0)))	(/(+(*89)(+63))(/6(/10)))	(((89*)(63+)+)(6(10/)/)/)
(((2+7)/(8*0))*((8-9)+(1-0)))	(*(/(+27)(*80))(+(-89)(-10)))	(((27+)(80*)/)((89-)(10-)+)*)
(((5/2)-(1+6))+(0-(3*0)))	(+(-(/52)(+16))(-0(*30)))	(((52/)(16+)-)(0(30*)-)+)
(((4/5)+(6/3))-((8*6)*(8/9)))	(-(+(/45)(/63))(*(*86)(/89)))	(((45/)(63/)+)((86*)(89/)*)-)
(((1+9)+(3*7))*((4*3)+(5+6)))	(*(+(+19)(*37))(+(*43)(+56)))	(((19+)(37*)+)((43*)(56+)+)*)
(((0/0)-(3/2))*((7-5)+(6+8)))	(*(-(/00)(/32))(+(-75)(+68)))	(((00/)(32/)-)((75-)(68+)+)*)
(((7/5)/(9+4))*(0/(8-2)))	(*(/(/75)(+94))(/0(-82)))	(((75/)(94+)/)(0(82-)/)*)
(((3-5)+0)/((6*2)+(9+7)))	(/(+(-35)0)(+(*62)(+97)))	(((35-)0+)((62*)(97+)+)/)
(((7*5)*8)/((6+4)-(1-7)))	(/(*(*75)8)(-(+64)(-17)))	(((75*)8*)((64+)(17-)-)/)
(((2+4)*(6*2))+((6+2)/(8*5)))	(+(*(+24)(*62))(/(+62)(*85)))	(((24+)(62*)*)((62+)(85*)/)+)
(((1-9)+(0-8))/(7*9))	(/(+(-19)(-08))(*79))	(((19-)(08-)+)(79*)/)
((7-(0+6))*((1-7)/(9/2)))	(*(-7(+06))(/(-17)(/92)))	((7(06+)-)((17-)(92/)/)*)
(((7-9)-(3+0))-((4/2)*(3-1)))	(-(-(-79)(+30))(*(/42)(-31)))	(((79-)(30+)-)((42/)(31-)*)-)
((0+(3*7))/((6*8)*(7/6)))	(/(+0(*37))(*(*68)(/76)))	((0(37*)+)((68*)(76/)*)/)
(((6*2)-(6/9))/((8+7)/(8*7)))	(/(-(*62)(/69))(/(+87)(*87)))	(((62*)(69/)-)((87+)(87*)/)/)
(((4-7)-(4*2))/((0+5)+(3*1)))	(/(-(-47)(*42))(+(+05)(*31)))	(((47-)(42*)-)((05+)(31*)+)/)
((7+(1*5))*((8/7)/2))	(*(+7(*15))(/(/87)2))	((7(15*)+)((87/)2/)*)
(((6-4)/(8*1))/((2*5)-(0+5)))	(/(/(-64)(*81))(-(*25)(+05)))	(((64-)(81*)/)((25*)(05+)-)/)
(((6*0)/(0-3))+(7/(6+8)))	(+(/(*60)(-03))(/7(+68)))	(((60*)(03-)/)(7(68+)/)+)
((9+(7-8))/((4+0)*(0+3)))	(/(+9(-78))(*(+40)(+03)))	((9(78-)+)((40+)(03+)*)/)
(((6+1)+9)/((1/8)/(6/5)))	(/(+(+61)9)(/(/18)(/65)))	(((61+)9+)((18/)(65/)/)/)
((7+(3-3))-((5/7)/(6-2)))	(-(+7(-33))(/(/57)(-62)))	((7(33-)+)((57/)(62-)/)-)
(((8-0)/(3/6))+((8+2)+(1+9)))	(+(/(-80)(/36))(+(+82)(+19)))	(((80-)(36/)/)((82+)(19+)+)+)
(((6*2)-(9-2))-(6+(6+1)))	(-(-(*62)(-92))(+6(+61)))	(((62*)(92-)-)(6(61+)+)-)
(((2+2)/(4*0))-((6+0)+(4-7)))	(-(/(+22)(*40))(+(+60)(-47)))	(((22+)(40*)/)((60+)(47-)+)-)
(((1/1)-3)-((2*1)*(2/1)))	(-(-(/11)3)(*(*21)(/21)))	(((11/)3-)((21*)(21/)*)-)
(((2+9)*(8+6))-((4-4)+(1+0)))	(-(*(+29)(+86))(+(-44)(+10)))	(((29+)(86+)*)((44-)(10+)+)-)
(((0/4)-(4+6))/(1+(3+9)))	(/(-(/04)(+46))(+1(+39)))	(((04/)(46+)-)(1(39+)+)/)
(((0-4)+4)-((1-3)/2))	(-(+(-04)4)(/(-13)2))	(((04-)4+)((13-)2/)-)
(((4+0)*(9/5))+((8/5)*(3+9)))	(+(*(+40)(/95))(*(/85)(+39)))	(((40+)(95/)*)((85/)(39+)*)+)
((1+(3-8))/((9/5)/(2/3)))	(/(+1(-38))(/(/95)(/23)))	((1(38-)+)((95/)(23/)/)/)
(((8*1)*(2+0))/((7/6)-(0/6)))	(/(*(*81)(+20))(-(/76)(/06)))	(((81*)(20+)*)((76/)(06/)-)/)
((3+(5*9))/(1*(4/7)))	(/(+3(*59))(*1(/47)))	((3(59*)+)(1(47/)*)/)
(((1-4)*(2+8))/((1-2)+(0/2)))	(/(*(-14)(+28))(+(-12)(/02)))	(((14-)(28+)*)((12-)(02/)+)/)
(((6/1)*6)/((8+5)-0))	(/(*(/61)6)(-(+85)0))	(((61/)6*)((85+)0-)/)
((6-(8+5))-(3*(8/1)))	(-(-6(+85))(*3(/81)))	((6(85+)-)(3(81/)*)-)
(((9-6)+(3/2))-((1+9)/(8/7)))	(-(+(-96)(/32))(/(+19)(/87)))	(((96-)(32/)+)((19+)(87/)/)-)
(((6*8)*(3*9))-((8+4)-(0*8)))	(-(*(*68)(*39))(-(+84)(*08)))	(((68*)(39*)*)((84+)(08*)-)-)
(((0/4)/5)/(4-(3*6)))	(/(/(/04)5)(-4(*36)))	(((04/)5/)(4(36*)-)/)
((7/(7+8))*((7*0)*4))	(*(/7(+78))(*(*70)4))	((7(78+)/)((70*)4*)*)
(((2*2)-(7-7))-((2+8)/(6/7)))	(-(-(*22)(-77))(/(+28)(/67)))	(((22*)(77-)-)((28+)(67/)/)-)
(((8/0)-3)*(4/(9-2)))	(*(-(/80)3)(/4(-92)))	(((80/)3-)(4(92-)/)*)
(((9-8)/(7-1))-((4/7)+(6-1)))	(-(/(-98)(-71))(+(/47)(-61)))	(((98-)(71-)/)((47/)(61-)+)-)
(((3-8)+(6*9))*(6/7))	(*(+(-38)(*69))(/67))	(((38-)(69*)+)(67/)*)
(((9/0)+(9+3))/((6*9)+(8/1)))	(/(+(/90)(+93))(+(*69)(/81)))	(((90/)(93+)+)((69*)(81/)+)/)
(((2/5)*(5+2))*((6-0)+(9/3)))	(*(*(/25)(+52))(+(-60)(/93)))	(((25/)(52+)*)((60-)(93/)+)*)
(((3/2)*4)-((1+1)-(0*5)))	(-(*(/32)4)(-(+11)(*05)))	(((32/)4*)((11+)(05*)-)-)
(((2-5)*(7*2))+((8-3)/(6+6)))	(+(*(-25)(*72))(/(-83)(+66)))	(((25-)(72*)*)((83-)(66+)/)+)
(((7+5)+6)*((1/3)-(6-8)))	(*(+(+75)6)(-(/13)(-68)))	(((75+)6+)((13/)(68-)-)*)
(((8+1)*(2-1))-((7-6)/(4/2)))	(-(*(+81)(-21))(/(-76)(/42)))	(((81+)(21-)*)((76-)(42/)/)-)
(((5+8)*(7/6))-(9/(1/4)))	(-(*(+58)(/76))(/9(/14)))	(((58+)(76/)*)(9(14/)/)-)
(((6-2)*1)-((2+6)*(2-0)))	(-(*(-62)1)(*(+26)(-20)))	(((62-)1*)((26+)(20-)*)-)
(((3*0)+(0+8))+((1/4)*(5-9)))	(+(+(*30)(+08))(*(/14)(-59)))	(((30*)(08+)+)((14/)(59-)*)+)
(((7+9)*7)*((2*8)-(9*2)))	(*(*(+79)7)(-(*28)(*92)))	(((79+)7*)((28*)(92*)-)*)
(((5+6)*5)-((7-3)*(9+8)))	(-(*(+56)5)(*(-73)(+98)))	(((56+)5*)((73-)(98+)*)-)
(1-((1*8)*1))	(-1(*(*18)1))	(1((18*)1*)-)
(((3*5)-(8+8))*((1/7)+(0+2)))	(*(-(*35)(+88))(+(/17)(+02)))	(((35*)(88+)-)((17/)(02+)+)*)
(((2*6)+(4/8))+2)	(+(+(*26)(/48))2)	(((26*)(48/)+)2+)
(((2/7)*(4-6))+((8-5)-6))	(+(*(/27)(-46))(-(-85)6))	(((27/)(46-)*)((85-)6-)+)
(((4*9)-(3*9))*((0+9)/(7+7)))	(*(-(*49)(*39))(/(+09)(+77)))	(((49*)(39*)-)((09+)(77+)/)*)
(((6*5)+(8+3))-((0*0)*4))	(-(+(*65)(+83))(*(*00)4))	(((65*)(83+)+)((00*)4*)-)
(((2+0)+(7/5))+(6/(4/1)))	(+(+(+20)(/75))(/6(/41)))	(((20+)(75/)+)(6(41/)/)+)
(((8+3)/(6-7))-((2+8)-(4/9)))	(-(/(+83)(-67))(-(+28)(/49)))	(((83+)(67-)/)((28+)(49/)-)-)
(((3-6)/(2-4))*((5/5)-(2-2)))	(*(/(-36)(-24))(-(/55)(-22)))	(((36-)(24-)/)((55/)(22-)-)*)
((9*(6+2))/((4+2)*(5+0)))	(/(*9(+62))(*(+42)(+50)))	((9(62+)*)((42+)(50+)*)/)
(((0+9)-(3/8))/((1/1)*(1*5)))	(/(-(+09)(/38))(*(/11)(*15)))	(((09+)(38/)-)((11/)(15*)*)/)
(((2*1)+(9-9))/((4-5)-(3*8)))	(/(+(*21)(-99))(-(-45)(*38)))	(((21*)(99-)+)((45-)(38*)-)/)
(((6-8)/(4*4))-(1/(5*3)))	(-(/(-68)(*44))(/1(*53)))	(((68-)(44*)/)(1(53*)/)-)
(((4/2)/(9*2))*(9-(4/8)))	(*(/(/42)(*92))(-9(/48)))	(((42/)(92*)/)(9(48/)-)*)
(((2*3)+8)/((1-0)-(4*3)))	(/(+(*23)8)(-(-10)(*43)))	(((23*)8+)((10-)(43*)-)/)
(((1/3)*(1/3))/((5-7)/(4*7)))	(/(*(/13)(/13))(/(-57)(*47)))	(((13/)(13/)*)((57-)(47*)/)/)
(((4+8)/6)*(8/(2-3)))	(*(/(+48)6)(/8(-23)))	(((48+)6/)(8(23-)/)*)
((7-(6+3))+(3/(0-9)))	(+(-7(+63))(/3(-09)))	((7(63+)-)(3(09-)/)+)
(((5/9)-(9+9))*((1*2)/(5/2)))	(*(-(/59)(+99))(/(*12)(/52)))	(((59/)(99+)-)((12*)(52/)/)*)
(((5-7)/4)+((2*6)*(8+6)))	(+(/(-57)4)(*(*26)(+86)))	(((57-)4/)((26*)(86+)*)+)
(((9-4)/(3+3))*((6/5)/(0-3)))	(*(/(-94)(+33))(/(/65)(-03)))	(((94-)(33+)/)((65/)(03-)/)*)
(((7*2)/3)+((2*4)*(6/4)))	(+(/(*72)3)(*(*24)(/64)))	(((72*)3/)((24*)(64/)*)+)
((9-(8-5))+((7+6)/(8-2)))	(+(-9(-85))(/(+76)(-82)))	((9(85-)-)((76+)(82-)/)+)
(((2*2)+(6/8))*((6-8)/(1+3)))	(*(+(*22)(/68))(/(-68)(+13)))	(((22*)(68/)+)((68-)(13+)/)*)
(((9/5)-(6*5))-((3*7)/(7/1)))	(-(-(/95)(*65))(/(*37)(/71)))	(((95/)(65*)-)((37*)(71/)/)-)
(((0-7)-(9+7))/((5+6)+(6/8)))	(/(-(-07)(+97))(+(+56)(/68)))	(((07-)(97+)-)((56+)(68/)+)/)
(((8*3)-(1-6))*((3+6)-(3*8)))	(*(-(*83)(-16))(-(+36)(*38)))	(((83*)(16-)-)((36+)(38*)-)*)
(((4*2)+1)/((2*1)/2))	(/(+(*42)1)(/(*21)2))	(((42*)1+)((21*)2/)/)
(((7*2)-(9*0))+((7-5)*(7*7)))	(+(-(*72)(*90))(*(-75)(*77)))	(((72*)(90*)-)((75-)(77*)*)+)
(((7+9)-(8*6))/((8+0)-8))	(/(-(+79)(*86))(-(+80)8))	(((79+)(86*)-)((80+)8-)/)
