(2/(5*(0*(6-6))))	(/2(*5(*0(-66))))	(2(5(0(66-)*)*)/)
((((2-4)-(6+0))+(2-(9*9)))+((4-2)-(6*(8*8))))	(+(+(-(-24)(+60))(-2(*99)))(-(-42)(*6(*88))))	((((24-)(60+)-)(2(99*)-)+)((42-)(6(88*)*)-)+)
((((5-4)/(4*9))-(0-(5/0)))-((1-8)+((9*6)-3)))	(-(-(/(-54)(*49))(-0(/50)))(+(-18)(-(*96)3)))	((((54-)(49*)/)(0(50/)-)-)((18-)((96*)3-)+)-)
((((1+7)/(3*5))/(9/(3+0)))+((3+8)*((2+6)+(3/8))))	(+(/(/(+17)(*35))(/9(+30)))(*(+38)(+(+26)(/38))))	((((17+)(35*)/)(9(30+)/)/)((38+)((26+)(38/)+)*)+)
((((9-7)+(2-5))/(0/(1-0)))-((9-(6*7))-9))	(-(/(+(-97)(-25))(/0(-10)))(-(-9(*67))9))	((((97-)(25-)+)(0(10-)/)/)((9(67*)-)9-)-)
((((1*9)/(0+7))/(2+(9*6)))+((3+(8+5))+(6-7)))	(+(/(/(*19)(+07))(+2(*96)))(+(+3(+85))(-67)))	((((19*)(07+)/)(2(96*)+)/)((3(85+)+)(67-)+)+)
((((2*8)/(7*0))+(3-(7*3)))-((2-(2/2))/(4-(2+7))))	(-(+(/(*28)(*70))(-3(*73)))(/(-2(/22))(-4(+27))))	((((28*)(70*)/)(3(73*)-)+)((2(22/)-)(4(27+)-)/)-)
((((3-1)*(4-9))*(3/(8/2)))/((4*(1*1))/((2-9)*7)))	(/(*(*(-31)(-49))(/3(/82)))(/(*4(*11))(*(-29)7)))	((((31-)(49-)*)(3(82/)/)*)((4(11*)*)((29-)7*)/)/)
((((1-2)+(3/5))+(9+(8+5)))/((1*(9-7))*((7*1)/(2-5))))	(/(+(+(-12)(/35))(+9(+85)))(*(*1(-97))(/(*71)(-25))))	((((12-)(35/)+)(9(85+)+)+)((1(97-)*)((71*)(25-)/)*)/)
((((1*0)/(3*6))+(4+(7/1)))+(((5/6)/1)+7))	(+(+(/(*10)(*36))(+4(/71)))(+(/(/56)1)7))	((((10*)(36*)/)(4(71/)+)+)(((56/)1/)7+)+)
((((4-5)+(3-7))+(5/(1+1)))*(((9*8)+6)/(8/6)))	(*(+(+(-45)(-37))(/5(+11)))(/(+(*98)6)(/86)))	((((45-)(37-)+)(5(11+)/)+)(((98*)6+)(86/)/)*)
((((0*5)*(1*4))*(1*(1/8)))+(((8+7)+8)*(3*(2+0))))	(+(*(*(*05)(*14))(*1(/18)))(*(+(+87)8)(*3(+20))))	((((05*)(14*)*)(1(18/)*)*)(((87+)8+)(3(20+)*)*)+)
((((7-8)*(9-8))*(6+(2*7)))*(((0-6)-3)/((1+4)-3)))	(*(*(*(-78)(-98))(+6(*27)))(/(-(-06)3)(-(+14)3)))	((((78-)(98-)*)(6(27*)+)*)(((06-)3-)((14+)3-)/)*)
((((0+1)+(3-8))*(9+(9*0)))/(((6*5)-9)/((3*1)/(1+9))))	(/(*(+(+01)(-38))(+9(*90)))(/(-(*65)9)(/(*31)(+19))))	((((01+)(38-)+)(9(90*)+)*)(((65*)9-)((31*)(19+)/)/)/)
((((2-5)*(1/5))+(7-(9+7)))+(((9*5)*(8-3))+2))	(+(+(*(-25)(/15))(-7(+97)))(+(*(*95)(-83))2))	((((25-)(15/)*)(7(97+)-)+)(((95*)(83-)*)2+)+)
((((2/9)/(2-7))+(7-(9-3)))*(((0/9)*(0-4))*(7*0)))	(*(+(/(/29)(-27))(-7(-93)))(*(*(/09)(-04))(*70)))	((((29/)(27-)/)(7(93-)-)+)(((09/)(04-)*)(70*)*)*)
((((8-9)*(9+2))-(1*(1-7)))*(((1/6)/(2*4))+(3*(4+5))))	(*(-(*(-89)(+92))(*1(-17)))(+(/(/16)(*24))(*3(+45))))	((((89-)(92+)*)(1(17-)*)-)(((16/)(24*)/)(3(45+)*)+)*)
((((1+7)+(9/5))*(4+(5+0)))-(((0+1)*(8*4))+((7+8)*4)))	(-(*(+(+17)(/95))(+4(+50)))(+(*(+01)(*84))(*(+78)4)))	((((17+)(95/)+)(4(50+)+)*)(((01+)(84*)*)((78+)4*)+)-)
((((1/3)/(0*3))/(7+(2/6)))+(((5*4)+(8-3))*((6+3)-(5+2))))	(+(/(/(/13)(*03))(+7(/26)))(*(+(*54)(-83))(-(+63)(+52))))	((((13/)(03*)/)(7(26/)+)/)(((54*)(83-)+)((63+)(52+)-)*)+)
((((9-6)*(8/5))+((4+4)+7))/8)	(/(+(*(-96)(/85))(+(+44)7))8)	((((96-)(85/)*)((44+)7+)+)8/)
((((8/2)*(4/5))/((1/4)+0))/(7-4))	(/(/(*(/82)(/45))(+(/14)0))(-74))	((((82/)(45/)*)((14/)0+)/)(74-)/)
((((6*2)+(1-8))/((5*4)+8))-(7-(2/2)))	(-(/(+(*62)(-18))(+(*54)8))(-7(/22)))	((((62*)(18-)+)((54*)8+)/)(7(22/)-)-)
((((1/6)/(3+9))/((3+9)*4))-(8*(5/(0*8))))	(-(/(/(/16)(+39))(*(+39)4))(*8(/5(*08))))	((((16/)(39+)/)((39+)4*)/)(8(5(08*)/)*)-)
((((5/4)/(1+3))*((5*7)*2))-(1*((8+1)-8)))	(-(*(/(/54)(+13))(*(*57)2))(*1(-(+81)8)))	((((54/)(13+)/)((57*)2*)*)(1((81+)8-)*)-)
((((8/3)/(3*0))+((5+1)*2))+(4-((0+6)*(1/8))))	(+(+(/(/83)(*30))(*(+51)2))(-4(*(+06)(/18))))	((((83/)(30*)/)((51+)2*)+)(4((06+)(18/)*)-)+)
((((2/6)*(9+1))/((3/2)-0))*((4-3)-9))	(*(/(*(/26)(+91))(-(/32)0))(-(-43)9))	((((26/)(91+)*)((32/)0-)/)((43-)9-)*)
((((7/3)*(3/2))/((4/1)-5))-((0*8)-(1+2)))	(-(/(*(/73)(/32))(-(/41)5))(-(*08)(+12)))	((((73/)(32/)*)((41/)5-)/)((08*)(12+)-)-)
((((4/2)+(5/8))*((1/0)*0))+((2*7)+(0/(2*6))))	(+(*(+(/42)(/58))(*(/10)0))(+(*27)(/0(*26))))	((((42/)(58/)+)((10/)0*)*)((27*)(0(26*)/)+)+)
((((1/9)+(3*3))/((5/5)-3))+((7/8)+((9+5)+0)))	(+(/(+(/19)(*33))(-(/55)3))(+(/78)(+(+95)0)))	((((19/)(33*)+)((55/)3-)/)((78/)((95+)0+)+)+)
((((8/4)+(4/1))/((8*8)-0))*((9+3)/((6/0)*(4/1))))	(*(/(+(/84)(/41))(-(*88)0))(/(+93)(*(/60)(/41))))	((((84/)(41/)+)((88*)0-)/)((93+)((60/)(41/)*)/)*)
((((5*1)*(0*6))/((5-3)*4))*((2*(5+1))*3))	(*(/(*(*51)(*06))(*(-53)4))(*(*2(+51))3))	((((51*)(06*)*)((53-)4*)/)((2(51+)*)3*)*)
((((5/2)-(9*2))/((1*8)+8))-((9+(5/2))+(0+5)))	(-(/(-(/52)(*92))(+(*18)8))(+(+9(/52))(+05)))	((((52/)(92*)-)((18*)8+)/)((9(52/)+)(05+)+)-)
((((0*7)-(8-0))-((0/4)/1))-((9-(9-5))+(1+(4*7))))	(-(-(-(*07)(-80))(/(/04)1))(+(-9(-95))(+1(*47))))	((((07*)(80-)-)((04/)1/)-)((9(95-)-)(1(47*)+)+)-)
((((7-0)*(1*1))+((2+5)/5))-((5*(9/3))-((0-5)*6)))	(-(+(*(-70)(*11))(/(+25)5))(-(*5(/93))(*(-05)6)))	((((70-)(11*)*)((25+)5/)+)((5(93/)*)((05-)6*)-)-)
((((5+4)-(2*7))-((9/3)/2))*((1+(2-9))-((4/3)+(7*4))))	(*(-(-(+54)(*27))(/(/93)2))(-(+1(-29))(+(/43)(*74))))	((((54+)(27*)-)((93/)2/)-)((1(29-)+)((43/)(74*)+)-)*)
((((1+3)+(9+7))-((0*8)/0))-(((3-8)-2)+1))	(-(-(+(+13)(+97))(/(*08)0))(+(-(-38)2)1))	((((13+)(97+)+)((08*)0/)-)(((38-)2-)1+)-)
((((6/9)-(9-2))*((2+3)*6))+(((8+7)+7)-(7-9)))	(+(*(-(/69)(-92))(*(+23)6))(-(+(+87)7)(-79)))	((((69/)(92-)-)((23+)6*)*)(((87+)7+)(79-)-)+)
((((4/3)*(2/8))/((8*6)/8))+(((0/2)/3)+(3*(2-5))))	(+(/(*(/43)(/28))(/(*86)8))(+(/(/02)3)(*3(-25))))	((((43/)(28/)*)((86*)8/)/)(((02/)3/)(3(25-)*)+)+)
((((7+5)+(2/0))/((3+0)/5))/(((9/6)-4)*((3/5)+1)))	(/(/(+(+75)(/20))(/(+30)5))(*(-(/96)4)(+(/35)1)))	((((75+)(20/)+)((30+)5/)/)(((96/)4-)((35/)1+)*)/)
((((1+2)*(0*2))+((9/6)-4))/(((4/9)*6)/((7-7)*(1/9))))	(/(+(*(+12)(*02))(-(/96)4))(/(*(/49)6)(*(-77)(/19))))	((((12+)(02*)*)((96/)4-)+)(((49/)6*)((77-)(19/)*)/)/)
((((5/3)+(7+0))*((8+5)*4))+(((2+8)-(3*8))*1))	(+(*(+(/53)(+70))(*(+85)4))(*(-(+28)(*38))1))	((((53/)(70+)+)((85+)4*)*)(((28+)(38*)-)1*)+)
((((3-4)-(7-6))/((9*3)*2))*(((9/0)+(3-1))-(1-9)))	(*(/(-(-34)(-76))(*(*93)2))(-(+(/90)(-31))(-19)))	((((34-)(76-)-)((93*)2*)/)(((90/)(31-)+)(19-)-)*)
((((2/6)/(0+4))+((4+3)/4))-(((2*0)*(7*9))-(7/(2-8))))	(-(+(/(/26)(+04))(/(+43)4))(-(*(*20)(*79))(/7(-28))))	((((26/)(04+)/)((43+)4/)+)(((20*)(79*)*)(7(28-)/)-)-)
((((4-9)/(3/8))+((3/6)-1))*(((8+4)-(0*9))*((9/5)-2)))	(*(+(/(-49)(/38))(-(/36)1))(*(-(+84)(*09))(-(/95)2)))	((((49-)(38/)/)((36/)1-)+)(((84+)(09*)-)((95/)2-)*)*)
((((8+1)-(4-0))/((8/7)-4))+(((3*5)+(2-3))/((8/6)*(3-6))))	(+(/(-(+81)(-40))(-(/87)4))(/(+(*35)(-23))(*(/86)(-36))))	((((81+)(40-)-)((87/)4-)/)(((35*)(23-)+)((86/)(36-)*)/)+)
((((6*3)-(8*8))+((3/0)/(1*3)))-3)	(-(+(-(*63)(*88))(/(/30)(*13)))3)	((((63*)(88*)-)((30/)(13*)/)+)3-)
((((5+1)/(8-9))/((3*1)/(9*3)))+(4*0))	(+(/(/(+51)(-89))(/(*31)(*93)))(*40))	((((51+)(89-)/)((31*)(93*)/)/)(40*)+)
((((5+2)/(6-6))*((3-8)*(6*3)))-(3-(0/7)))	(-(*(/(+52)(-66))(*(-38)(*63)))(-3(/07)))	((((52+)(66-)/)((38-)(63*)*)*)(3(07/)-)-)
((((7-5)*(5-1))*((3/5)*(7+0)))+(9+(8/(5*2))))	(+(*(*(-75)(-51))(*(/35)(+70)))(+9(/8(*52))))	((((75-)(51-)*)((35/)(70+)*)*)(9(8(52*)/)+)+)
((((2-2)+(1/1))-((4+5)-(6-9)))-(7+((6-8)/4)))	(-(-(+(-22)(/11))(-(+45)(-69)))(+7(/(-68)4)))	((((22-)(11/)+)((45+)(69-)-)-)(7((68-)4/)+)-)
((((3/7)*(5-1))/((9-6)-(7*7)))/(6/((2*4)*(9+0))))	(/(/(*(/37)(-51))(-(-96)(*77)))(/6(*(*24)(+90))))	((((37/)(51-)*)((96-)(77*)-)/)(6((24*)(90+)*)/)/)
((((9*0)-(5/8))*((9/2)+(6/9)))*((6+4)/9))	(*(*(-(*90)(/58))(+(/92)(/69)))(/(+64)9))	((((90*)(58/)-)((92/)(69/)+)*)((64+)9/)*)
((((0/3)+(3/8))/((9/7)/(6*4)))+((6+9)-(8*9)))	(+(/(+(/03)(/38))(/(/97)(*64)))(-(+69)(*89)))	((((03/)(38/)+)((97/)(64*)/)/)((69+)(89*)-)+)
((((3+2)+(5+8))*((6*9)-(2/8)))*((6-2)+(0+(2-6))))	(*(*(+(+32)(+58))(-(*69)(/28)))(+(-62)(+0(-26))))	((((32+)(58+)+)((69*)(28/)-)*)((62-)(0(26-)+)+)*)
((((5/8)/(5*0))*((5/3)+(8-0)))*((5-6)/((6*3)/7)))	(*(*(/(/58)(*50))(+(/53)(-80)))(/(-56)(/(*63)7)))	((((58/)(50*)/)((53/)(80-)+)*)((56-)((63*)7/)/)*)
((((9-6)-(0*8))+((6-0)+(4*0)))+((2*4)/((9/6)-(4*7))))	(+(+(-(-96)(*08))(+(-60)(*40)))(/(*24)(-(/96)(*47))))	((((96-)(08*)-)((60-)(40*)+)+)((24*)((96/)(47*)-)/)+)
((((9/7)/(2/5))-((0-5)+(6*7)))*((2*(0-2))/2))	(*(-(/(/97)(/25))(+(-05)(*67)))(/(*2(-02))2))	((((97/)(25/)/)((05-)(67*)+)-)((2(02-)*)2/)*)
((((4-0)/(0*3))-((8/9)*(0-7)))*((4/(5/3))/(8/3)))	(*(-(/(-40)(*03))(*(/89)(-07)))(/(/4(/53))(/83)))	((((40-)(03*)/)((89/)(07-)*)-)((4(53/)/)(83/)/)*)
((((2*1)*(5-1))+((8/3)*(3/4)))+((4-(9-6))/(0-(4-7))))	(+(+(*(*21)(-51))(*(/83)(/34)))(/(-4(-96))(-0(-47))))	((((21*)(51-)*)((83/)(34/)*)+)((4(96-)-)(0(47-)-)/)+)
((((4-0)-(4+8))+((1*8)-(0*5)))+((9*(5-2))-((7+0)-1)))	(+(+(-(-40)(+48))(-(*18)(*05)))(-(*9(-52))(-(+70)1)))	((((40-)(48+)-)((18*)(05*)-)+)((9(52-)*)((70+)1-)-)+)
((((6*0)+(3-8))-((4/5)+(8+1)))-((9*(7-7))/((3/5)*(8+7))))	(-(-(+(*60)(-38))(+(/45)(+81)))(/(*9(-77))(*(/35)(+87))))	((((60*)(38-)+)((45/)(81+)+)-)((9(77-)*)((35/)(87+)*)/)-)
((((3/3)*(9-6))*((3+6)+(3-2)))*(((7-9)+3)*1))	(*(*(*(/33)(-96))(+(+36)(-32)))(*(+(-79)3)1))	((((33/)(96-)*)((36+)(32-)+)*)(((79-)3+)1*)*)
((((7-9)+(5/5))*((2+3)*(7*5)))-(((2+8)+2)+(8+5)))	(-(*(+(-79)(/55))(*(+23)(*75)))(+(+(+28)2)(+85)))	((((79-)(55/)+)((23+)(75*)*)*)(((28+)2+)(85+)+)-)
((((3/3)+(5/4))/((8-8)+(8/2)))/(((3+0)*7)/(0-(2+1))))	(/(/(+(/33)(/54))(+(-88)(/82)))(/(*(+30)7)(-0(+21))))	((((33/)(54/)+)((88-)(82/)+)/)(((30+)7*)(0(21+)-)/)/)
((((2+4)*(2*0))+((7-0)+(6/5)))+(((2/0)/9)-((8*5)-9)))	(+(+(*(+24)(*20))(+(-70)(/65)))(-(/(/20)9)(-(*85)9)))	((((24+)(20*)*)((70-)(65/)+)+)(((20/)9/)((85*)9-)-)+)
((((8-1)-(6+9))/((0+4)/(1+6)))*(((6*7)*4)+((1+7)-(2-7))))	(*(/(-(-81)(+69))(/(+04)(+16)))(+(*(*67)4)(-(+17)(-27))))	((((81-)(69+)-)((04+)(16+)/)/)(((67*)4*)((17+)(27-)-)+)*)
((((6/4)-(1-6))-((1-1)-(8+8)))*(((4*0)*(8-4))*4))	(*(-(-(/64)(-16))(-(-11)(+88)))(*(*(*40)(-84))4))	((((64/)(16-)-)((11-)(88+)-)-)(((40*)(84-)*)4*)*)
((((5-3)-(6-5))-((6+7)+(2+0)))*(((4*3)+(5+4))/(5*5)))	(*(-(-(-53)(-65))(+(+67)(+20)))(/(+(*43)(+54))(*55)))	((((53-)(65-)-)((67+)(20+)+)-)(((43*)(54+)+)(55*)/)*)
((((2+7)*(1/7))*((1/6)/(3/0)))-(((1+3)-(8+3))-(1-(5*8))))	(-(*(*(+27)(/17))(/(/16)(/30)))(-(-(+13)(+83))(-1(*58))))	((((27+)(17/)*)((16/)(30/)/)*)(((13+)(83+)-)(1(58*)-)-)-)
((((7+8)+(4-4))+((8+8)+(3+2)))*(((3-8)/(6*7))+((1*3)/0)))	(*(+(+(+78)(-44))(+(+88)(+32)))(+(/(-38)(*67))(/(*13)0)))	((((78+)(44-)+)((88+)(32+)+)+)(((38-)(67*)/)((13*)0/)+)*)
((((4-0)-(8*0))-((2+3)/(7+9)))*(((3-4)*(5/7))*((0*9)/(2*5))))	(*(-(-(-40)(*80))(/(+23)(+79)))(*(*(-34)(/57))(/(*09)(*25))))	((((40-)(80*)-)((23+)(79+)/)-)(((34-)(57/)*)((09*)(25*)/)*)*)
(5/(6*(1*(9*8))))	(/5(*6(*1(*98))))	(5(6(1(98*)*)*)/)
(6-(6*((7*4)-6)))	(-6(*6(-(*74)6)))	(6(6((74*)6-)*)-)
(5-(4/((2*5)*(5*6))))	(-5(/4(*(*25)(*56))))	(5(4((25*)(56*)*)/)-)
(0*((3*5)*(1*(4-5))))	(*0(*(*35)(*1(-45))))	(0((35*)(1(45-)*)*)*)
(2-((8*9)/((0+9)*6)))	(-2(/(*89)(*(+09)6)))	(2((89*)((09+)6*)/)-)
(0+((7*1)*((8-8)*(8*8))))	(+0(*(*71)(*(-88)(*88))))	(0((71*)((88-)(88*)*)*)+)
(8+((3+(1-6))/3))	(+8(/(+3(-16))3))	(8((3(16-)+)3/)+)
(7/((9*(1/8))+(9-9)))	(/7(+(*9(/18))(-99)))	(7((9(18/)*)(99-)+)/)
(2/((7+(2-3))/(0/(6-7))))	(/2(/(+7(-23))(/0(-67))))	(2((7(23-)+)(0(67-)/)/)/)
(3+((1/(0-3))/((2/1)*9)))	(+3(/(/1(-03))(*(/21)9)))	(3((1(03-)/)((21/)9*)/)+)
(1*((8+(4/9))*((5+3)/(3*0))))	(*1(*(+8(/49))(/(+53)(*30))))	(1((8(49/)+)((53+)(30*)/)*)*)
(0/(((5-6)*7)/3))	(/0(/(*(-56)7)3))	(0(((56-)7*)3/)/)
(3+(((5-0)/7)+(4/1)))	(+3(+(/(-50)7)(/41)))	(3(((50-)7/)(41/)+)+)
(1+(((3-6)-7)+(1*(7+7))))	(+1(+(-(-36)7)(*1(+77))))	(1(((36-)7-)(1(77+)*)+)+)
(0+(((9*2)*2)+((7*2)-3)))	(+0(+(*(*92)2)(-(*72)3)))	(0(((92*)2*)((72*)3-)+)+)
(8/(((3+3)+6)*((0/4)+(6/3))))	(/8(*(+(+33)6)(+(/04)(/63))))	(8(((33+)6+)((04/)(63/)+)*)/)
(5/(((8-6)+(7+8))+9))	(/5(+(+(-86)(+78))9))	(5(((86-)(78+)+)9+)/)
(2*(((9/6)+(7-3))/(7/2)))	(*2(/(+(/96)(-73))(/72)))	(2(((96/)(73-)+)(72/)/)*)
(7-(((4*9)+(3-9))-(0/(6+5))))	(-7(-(+(*49)(-39))(/0(+65))))	(7(((49*)(39-)+)(0(65+)/)-)-)
(8-(((1/7)*(6+5))*((3-2)-1)))	(-8(*(*(/17)(+65))(-(-32)1)))	(8(((17/)(65+)*)((32-)1-)*)-)
(7*(((8-7)*(2*5))/((8/9)+(8*5))))	(*7(/(*(-87)(*25))(+(/89)(*85))))	(7(((87-)(25*)*)((89/)(85*)+)/)*)
((1-2)-(4*(2*(5+2))))	(-(-12)(*4(*2(+52))))	((12-)(4(2(52+)*)*)-)
((0-6)+(7-((6/0)/7)))	(+(-06)(-7(/(/60)7)))	((06-)(7((60/)7/)-)+)
((2*1)/(8-((6-2)-(1/7))))	(/(*21)(-8(-(-62)(/17))))	((21*)(8((62-)(17/)-)-)/)
((1/1)*((9+2)+(9/(2-4))))	(*(/11)(+(+92)(/9(-24))))	((11/)((92+)(9(24-)/)+)*)
((0-3)-((1*6)+((7/5)-9)))	(-(-03)(+(*16)(-(/75)9)))	((03-)((16*)((75/)9-)+)-)
((7*1)/((6+9)*((1*0)-(0+6))))	(/(*71)(*(+69)(-(*10)(+06))))	((71*)((69+)((10*)(06+)-)*)/)
((0+0)-((9*(1/0))/8))	(-(+00)(/(*9(/10))8))	((00+)((9(10/)*)8/)-)
((6-5)-((0*(5/5))/(3+7)))	(-(-65)(/(*0(/55))(+37)))	((65-)((0(55/)*)(37+)/)-)
((4-5)/((2*(7/9))-(7/(9*7))))	(/(-45)(-(*2(/79))(/7(*97))))	((45-)((2(79/)*)(7(97*)/)-)/)
((5+7)-((4+(1/0))-((2*6)*8)))	(-(+57)(-(+4(/10))(*(*26)8)))	((57+)((4(10/)+)((26*)8*)-)-)
((0+9)+((1*(0*7))/((8/5)*(2+4))))	(+(+09)(/(*1(*07))(*(/85)(+24))))	((09+)((1(07*)*)((85/)(24+)*)/)+)
((0*3)/(((3/4)/4)+7))	(/(*03)(+(/(/34)4)7))	((03*)(((34/)4/)7+)/)
((6/0)-(((3/5)/6)/(9-5)))	(-(/60)(/(/(/35)6)(-95)))	((60/)(((35/)6/)(95-)/)-)
((3*1)/(((0-6)/8)*(3*(8*8))))	(/(*31)(*(/(-06)8)(*3(*88))))	((31*)(((06-)8/)(3(88*)*)*)/)
((6/9)+(((0/0)+4)+((4/9)+0)))	(+(/69)(+(+(/00)4)(+(/49)0)))	((69/)(((00/)4+)((49/)0+)+)+)
((2+0)*(((2+7)+6)+((3*7)/(0*0))))	(*(+20)(+(+(+27)6)(/(*37)(*00))))	((20+)(((27+)6+)((37*)(00*)/)+)*)
((7-3)*(((9+6)*(3+5))*5))	(*(-73)(*(*(+96)(+35))5))	((73-)(((96+)(35+)*)5*)*)
((5*3)/(((5*1)*(5+1))+(0+6)))	(/(*53)(+(*(*51)(+51))(+06)))	((53*)(((51*)(51+)*)(06+)+)/)
((0*2)/(((7+3)+(6*5))/(2*(7+3))))	(/(*02)(/(+(+73)(*65))(*2(+73))))	((02*)(((73+)(65*)+)(2(73+)*)/)/)
((3*8)+(((0+9)+(5/6))-((5*1)+5)))	(+(*38)(-(+(+09)(/56))(+(*51)5)))	((38*)(((09+)(56/)+)((51*)5+)-)+)
((8*8)/(((6-6)*(5*3))-((4/1)+(3-7))))	(/(*88)(-(*(-66)(*53))(+(/41)(-37))))	((88*)(((66-)(53*)*)((41/)(37-)+)-)/)
((0-(1/6))/(4*(7+(6/9))))	(/(-0(/16))(*4(+7(/69))))	((0(16/)-)(4(7(69/)+)*)/)
((4/(0/1))*(1+((2-5)*3)))	(*(/4(/01))(+1(*(-25)3)))	((4(01/)/)(1((25-)3*)+)*)
((0+(4*6))+(4*((5-2)+(0*1))))	(+(+0(*46))(*4(+(-52)(*01))))	((0(46*)+)(4((52-)(01*)+)*)+)
((9/(9+3))/((3/2)*(2+(1*8))))	(/(/9(+93))(*(/32)(+2(*18))))	((9(93+)/)((32/)(2(18*)+)*)/)
((3/(5-4))+((3/3)+((3-0)+2)))	(+(/3(-54))(+(/33)(+(-30)2)))	((3(54-)/)((33/)((30-)2+)+)+)
((5/(8/2))*((8/0)*((9*9)/(2+2))))	(*(/5(/82))(*(/80)(/(*99)(+22))))	((5(82/)/)((80/)((99*)(22+)/)*)*)
((1+(9-7))-((6+(1-1))/6))	(-(+1(-97))(/(+6(-11))6))	((1(97-)+)((6(11-)+)6/)-)
((6/(9*4))+((2+(2/1))/(9*9)))	(+(/6(*94))(/(+2(/21))(*99)))	((6(94*)/)((2(21/)+)(99*)/)+)
((5+(0+7))+((6/(6+4))-(0/(6/1))))	(+(+5(+07))(-(/6(+64))(/0(/61))))	((5(07+)+)((6(64+)/)(0(61/)/)-)+)
((5/(6-9))/((2*(5+4))+((1/7)+3)))	(/(/5(-69))(+(*2(+54))(+(/17)3)))	((5(69-)/)((2(54+)*)((17/)3+)+)/)
((4-(4*8))/((5/(5+0))*((6+7)-(4+7))))	(/(-4(*48))(*(/5(+50))(-(+67)(+47))))	((4(48*)-)((5(50+)/)((67+)(47+)-)*)/)
((6/(6/8))*(((6/3)/0)-0))	(*(/6(/68))(-(/(/63)0)0))	((6(68/)/)(((63/)0/)0-)*)
((3*(9*8))*(((9-5)+4)-(0+5)))	(*(*3(*98))(-(+(-95)4)(+05)))	((3(98*)*)(((95-)4+)(05+)-)*)
((1*(0+6))-(((1*8)-4)+(6-(1*0))))	(-(*1(+06))(+(-(*18)4)(-6(*10))))	((1(06+)*)(((18*)4-)(6(10*)-)+)-)
((8-(5/7))*(((8-8)-3)-((8/5)*0)))	(*(-8(/57))(-(-(-88)3)(*(/85)0)))	((8(57/)-)(((88-)3-)((85/)0*)-)*)
((2*(9-0))*(((1-6)+2)+((8+5)+(8-9))))	(*(*2(-90))(+(+(-16)2)(+(+85)(-89))))	((2(90-)*)(((16-)2+)((85+)(89-)+)+)*)
((1*(6*1))+(((0/5)+(6*0))+0))	(+(*1(*61))(+(+(/05)(*60))0))	((1(61*)*)(((05/)(60*)+)0+)+)
((6/(8+7))+(((3+7)-(7+8))*(7*1)))	(+(/6(+87))(*(-(+37)(+78))(*71)))	((6(87+)/)(((37+)(78+)-)(71*)*)+)
((3*(8*4))*(((4*9)/(1-8))-(7/(9-0))))	(*(*3(*84))(-(/(*49)(-18))(/7(-90))))	((3(84*)*)(((49*)(18-)/)(7(90-)/)-)*)
((1/(1*1))*(((5-9)*(3+6))/((3/4)/5)))	(*(/1(*11))(/(*(-59)(+36))(/(/34)5)))	((1(11*)/)(((59-)(36+)*)((34/)5/)/)*)
((3+(5-0))+(((9/6)+(2+5))/((3*8)-(1/4))))	(+(+3(-50))(/(+(/96)(+25))(-(*38)(/14))))	((3(50-)+)(((96/)(25+)+)((38*)(14/)-)/)+)
((4/(0+(0/0)))-0)	(-(/4(+0(/00)))0)	((4(0(00/)+)/)0-)
((1+(8*(4+5)))+(7*4))	(+(+1(*8(+45)))(*74))	((1(8(45+)*)+)(74*)+)
((3*(1+(2+4)))/(8*(9*4)))	(/(*3(+1(+24)))(*8(*94)))	((3(1(24+)+)*)(8(94*)*)/)
((8+(5-(8/0)))-(0*(7-(0+5))))	(-(+8(-5(/80)))(*0(-7(+05))))	((8(5(80/)-)+)(0(7(05+)-)*)-)
((3*(1+(8-3)))-(3*((0-7)+8)))	(-(*3(+1(-83)))(*3(+(-07)8)))	((3(1(83-)+)*)(3((07-)8+)*)-)
((9/(8+(9/8)))-(9/((6*3)*(9*4))))	(-(/9(+8(/98)))(/9(*(*63)(*94))))	((9(8(98/)+)/)(9((63*)(94*)*)/)-)
((1/(2+(0+3)))*((1-7)/2))	(*(/1(+2(+03)))(/(-17)2))	((1(2(03+)+)/)((17-)2/)*)
((2/(9-(2+3)))-((4-2)/(3/9)))	(-(/2(-9(+23)))(/(-42)(/39)))	((2(9(23+)-)/)((42-)(39/)/)-)
((0+(2*(6+4)))-((6/5)*(6+(2-0))))	(-(+0(*2(+64)))(*(/65)(+6(-20))))	((0(2(64+)*)+)((65/)(6(20-)+)*)-)
((0*(3-(7+7)))-((4-2)/((3/4)-5)))	(-(*0(-3(+77)))(/(-42)(-(/34)5)))	((0(3(77+)-)*)((42-)((34/)5-)/)-)
((2-(3/(3+1)))+((1-5)*((1*4)+(9*9))))	(+(-2(/3(+31)))(*(-15)(+(*14)(*99))))	((2(3(31+)/)-)((15-)((14*)(99*)+)*)+)
((9-(3/(7+4)))*((7-(4-4))*8))	(*(-9(/3(+74)))(*(-7(-44))8))	((9(3(74+)/)-)((7(44-)-)8*)*)
((1*(1*(0-7)))-((0*(1+7))/(7*1)))	(-(*1(*1(-07)))(/(*0(+17))(*71)))	((1(1(07-)*)*)((0(17+)*)(71*)/)-)
((1-(2+(2-2)))+((4/(9*0))/(6+(9+2))))	(+(-1(+2(-22)))(/(/4(*90))(+6(+92))))	((1(2(22-)+)-)((4(90*)/)(6(92+)+)/)+)
